userName,score,at,content,Cleaning,HapusEmoji,3/Lebih,CaseFolding
Pengguna Google,1,2025-07-14 03:45:14,"fitur multikurir rekomendasi Tokopedia sampah, hapus itu GK jelas bolak balik 8x di tempat yang sama, mau komplain kagak bisa harus nunggu 1 Minggu atau nunggu paket hilang, potongan seller kagak karuan, saya sebagai seller tokped dari 2018 cuma post barang di tokped cuma buat alihin pembeli ke shopee atau cod karena saking ampasnya Tokopedia sekarang, AI chat BOT sampah TANYA GK guna susah banget mau kontak CS langsung.","fitur multikurir rekomendasi Tokopedia sampah, hapus itu GK jelas bolak balik 8x di tempat yang sama, mau komplain kagak bisa harus nunggu 1 Minggu atau nunggu paket hilang, potongan seller kagak karuan, saya sebagai seller tokped dari 2018 cuma post barang di tokped cuma buat alihin pembeli ke shopee atau cod karena saking ampasnya Tokopedia sekarang, AI chat BOT sampah TANYA GK guna susah banget mau kontak CS langsung.","fitur multikurir rekomendasi Tokopedia sampah, hapus itu GK jelas bolak balik 8x di tempat yang sama, mau komplain kagak bisa harus nunggu 1 Minggu atau nunggu paket hilang, potongan seller kagak karuan, saya sebagai seller tokped dari 2018 cuma post barang di tokped cuma buat alihin pembeli ke shopee atau cod karena saking ampasnya Tokopedia sekarang, AI chat BOT sampah TANYA GK guna susah banget mau kontak CS langsung.","fitur multikurir rekomendasi Tokopedia sampah, hapus itu GK jelas bolak balik 8x di tempat yang sama, mau komplain kagak bisa harus nunggu 1 Minggu atau nunggu paket hilang, potongan seller kagak karuan, saya sebagai seller tokped dari 2018 cuma post barang di tokped cuma buat alihin pembeli ke shopee atau cod karena saking ampasnya Tokopedia sekarang, AI chat BOT sampah TANYA GK guna susah banget mau kontak CS langsung.","fitur multikurir rekomendasi tokopedia sampah, hapus itu gk jelas bolak balik 8x di tempat yang sama, mau komplain kagak bisa harus nunggu 1 minggu atau nunggu paket hilang, potongan seller kagak karuan, saya sebagai seller tokped dari 2018 cuma post barang di tokped cuma buat alihin pembeli ke shopee atau cod karena saking ampasnya tokopedia sekarang, ai chat bot sampah tanya gk guna susah banget mau kontak cs langsung."
Pengguna Google,2,2025-07-11 17:22:39,"Tokopedia tolonglah kalo ada opsi buat COD boleh pilih ekspedisi lain ,ini di kasih ekspedisi JNE bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.Minta tolong ke Tokopedia care tdk ada solusi buat bantu follow up,dan JNE ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .Kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan","Tokopedia tolonglah kalo ada opsi buat COD boleh pilih ekspedisi lain ,ini di kasih ekspedisi JNE bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.Minta tolong ke Tokopedia care tdk ada solusi buat bantu follow up,dan JNE ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .Kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan","Tokopedia tolonglah kalo ada opsi buat COD boleh pilih ekspedisi lain ,ini di kasih ekspedisi JNE bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.Minta tolong ke Tokopedia care tdk ada solusi buat bantu follow up,dan JNE ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .Kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan","Tokopedia tolonglah kalo ada opsi buat COD boleh pilih ekspedisi lain ,ini di kasih ekspedisi JNE bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.Minta tolong ke Tokopedia care tdk ada solusi buat bantu follow up,dan JNE ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .Kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan","tokopedia tolonglah kalo ada opsi buat cod boleh pilih ekspedisi lain ,ini di kasih ekspedisi jne bener2 order dari tgl 5 ,tgl 6 terkirim sampai sekarang tanggal 11 paket belum sampai, alesannya penghuni tidak ada d tempat,pdhal di kirim ke kantor yg buka sampai jam 9 malam.minta tolong ke tokopedia care tdk ada solusi buat bantu follow up,dan jne ini seperti menyepelekan nlp sambil ketawa2 tapi paket tidak di antarkan ,6 hari loh .kalo marketplace lain ada kadaluwarsa kapan paket hrs d antarkan"
Pengguna Google,3,2025-07-08 11:49:32,"tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod.","tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod.","tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod.","tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod.","tokopedia bagus ,tapi sekarang aneh status pengiriman nya aneh gak update ,terus ketika barang sampe gabisa di selesaikan harus nunggu 5 hari .. kasian buat yg cod."
Pengguna Google,1,2025-07-08 07:20:47,sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2...mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped,sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2...mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped,sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2...mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped,sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2.mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped,sangat jelek..pesen sudah sebulan lebih gak jelas kelanjutannya ..di komplen berbelit2.mending klo cod .ini non cod..kan sangat meresahkan..hati2 yg belanja di toped
Pengguna Google,1,2025-07-01 16:36:47,"Parah amat ini aplikasi, tokonya jarang yang bisa cod giliran bayar transfer duluan, udah 1 Minggu diproses doang nggak dikirim2, tokonya dichat nggak dibales padahal aktif.","Parah amat ini aplikasi, tokonya jarang yang bisa cod giliran bayar transfer duluan, udah 1 Minggu diproses doang nggak dikirim2, tokonya dichat nggak dibales padahal aktif.","Parah amat ini aplikasi, tokonya jarang yang bisa cod giliran bayar transfer duluan, udah 1 Minggu diproses doang nggak dikirim2, tokonya dichat nggak dibales padahal aktif.","Parah amat ini aplikasi, tokonya jarang yang bisa cod giliran bayar transfer duluan, udah 1 Minggu diproses doang nggak dikirim2, tokonya dichat nggak dibales padahal aktif.","parah amat ini aplikasi, tokonya jarang yang bisa cod giliran bayar transfer duluan, udah 1 minggu diproses doang nggak dikirim2, tokonya dichat nggak dibales padahal aktif."
Pengguna Google,5,2025-06-19 17:00:41,"TOLONG perbaiki masalah fitur cod tidak muncul. kronologi - saya beli di toko yg menyediakan pembayaran via cod, dan barang memenuhi syarat cod, dan juga Ekspedisi juga menerima jasa cod ( keterangan : Bisa COD ). - ketika saya memilih menu pembayaran, fitur cod tidak tersedia. - saya sudah mencoba mengganti alamat, tidak ada hasil - terakhir, saya coba update aplikasi Tokopedia, tidak muncul juga.","TOLONG perbaiki masalah fitur cod tidak muncul. kronologi - saya beli di toko yg menyediakan pembayaran via cod, dan barang memenuhi syarat cod, dan juga Ekspedisi juga menerima jasa cod ( keterangan : Bisa COD ). - ketika saya memilih menu pembayaran, fitur cod tidak tersedia. - saya sudah mencoba mengganti alamat, tidak ada hasil - terakhir, saya coba update aplikasi Tokopedia, tidak muncul juga.","TOLONG perbaiki masalah fitur cod tidak muncul. kronologi - saya beli di toko yg menyediakan pembayaran via cod, dan barang memenuhi syarat cod, dan juga Ekspedisi juga menerima jasa cod ( keterangan : Bisa COD ). - ketika saya memilih menu pembayaran, fitur cod tidak tersedia. - saya sudah mencoba mengganti alamat, tidak ada hasil - terakhir, saya coba update aplikasi Tokopedia, tidak muncul juga.","TOLONG perbaiki masalah fitur cod tidak muncul. kronologi - saya beli di toko yg menyediakan pembayaran via cod, dan barang memenuhi syarat cod, dan juga Ekspedisi juga menerima jasa cod ( keterangan : Bisa COD ). - ketika saya memilih menu pembayaran, fitur cod tidak tersedia. - saya sudah mencoba mengganti alamat, tidak ada hasil - terakhir, saya coba update aplikasi Tokopedia, tidak muncul juga.","tolong perbaiki masalah fitur cod tidak muncul. kronologi - saya beli di toko yg menyediakan pembayaran via cod, dan barang memenuhi syarat cod, dan juga ekspedisi juga menerima jasa cod ( keterangan : bisa cod ). - ketika saya memilih menu pembayaran, fitur cod tidak tersedia. - saya sudah mencoba mengganti alamat, tidak ada hasil - terakhir, saya coba update aplikasi tokopedia, tidak muncul juga."
Pengguna Google,1,2025-06-08 20:10:20,"Belanja di tokopedia sulit untuk dapat gratis ongkir 100% seperti di shopee. Bahkan untuk pembayaran COD belum tentu bisa, PAYAH bener tokopedia 👎 Akhirnya bikin total belanja jadi lebih mahal. Saat ini shopee dengan kurir shopee ekpress.nya benar² memonopoli belanja online. Di shopee sudah pasti/sering gratis ongkir dan bisa COD bahkan COD cek dulu. Jika tokopedia, lazada dan lainnya tidak mengambil tindakan untuk mengejar shopee saya yakin akan ada korban baru yang akan bangkrut seperti JD.ID","Belanja di tokopedia sulit untuk dapat gratis ongkir 100% seperti di shopee. Bahkan untuk pembayaran COD belum tentu bisa, PAYAH bener tokopedia 👎 Akhirnya bikin total belanja jadi lebih mahal. Saat ini shopee dengan kurir shopee ekpress.nya benar² memonopoli belanja online. Di shopee sudah pasti/sering gratis ongkir dan bisa COD bahkan COD cek dulu. Jika tokopedia, lazada dan lainnya tidak mengambil tindakan untuk mengejar shopee saya yakin akan ada korban baru yang akan bangkrut seperti JD.ID","Belanja di tokopedia sulit untuk dapat gratis ongkir 100% seperti di shopee. Bahkan untuk pembayaran COD belum tentu bisa, PAYAH bener tokopedia  Akhirnya bikin total belanja jadi lebih mahal. Saat ini shopee dengan kurir shopee ekpress.nya benar memonopoli belanja online. Di shopee sudah pasti/sering gratis ongkir dan bisa COD bahkan COD cek dulu. Jika tokopedia, lazada dan lainnya tidak mengambil tindakan untuk mengejar shopee saya yakin akan ada korban baru yang akan bangkrut seperti JD.ID","Belanja di tokopedia sulit untuk dapat gratis ongkir 100% seperti di shopee. Bahkan untuk pembayaran COD belum tentu bisa, PAYAH bener tokopedia  Akhirnya bikin total belanja jadi lebih mahal. Saat ini shopee dengan kurir shopee ekpress.nya benar memonopoli belanja online. Di shopee sudah pasti/sering gratis ongkir dan bisa COD bahkan COD cek dulu. Jika tokopedia, lazada dan lainnya tidak mengambil tindakan untuk mengejar shopee saya yakin akan ada korban baru yang akan bangkrut seperti JD.ID","belanja di tokopedia sulit untuk dapat gratis ongkir 100% seperti di shopee. bahkan untuk pembayaran cod belum tentu bisa, payah bener tokopedia  akhirnya bikin total belanja jadi lebih mahal. saat ini shopee dengan kurir shopee ekpress.nya benar memonopoli belanja online. di shopee sudah pasti/sering gratis ongkir dan bisa cod bahkan cod cek dulu. jika tokopedia, lazada dan lainnya tidak mengambil tindakan untuk mengejar shopee saya yakin akan ada korban baru yang akan bangkrut seperti jd.id"
Pengguna Google,3,2025-06-08 13:30:48,"aplikasi nya cukup bagus tp yang bikin kecewa dua kali pesanan saya di Tokopedia, bermasalah. saya sudah bayar lunas ga ada istilah COD tp sampai batas pengiriman pesanan saya ga pernah datang, dan penyelesaian masalah nya cukup ribet dan bertele tele.","aplikasi nya cukup bagus tp yang bikin kecewa dua kali pesanan saya di Tokopedia, bermasalah. saya sudah bayar lunas ga ada istilah COD tp sampai batas pengiriman pesanan saya ga pernah datang, dan penyelesaian masalah nya cukup ribet dan bertele tele.","aplikasi nya cukup bagus tp yang bikin kecewa dua kali pesanan saya di Tokopedia, bermasalah. saya sudah bayar lunas ga ada istilah COD tp sampai batas pengiriman pesanan saya ga pernah datang, dan penyelesaian masalah nya cukup ribet dan bertele tele.","aplikasi nya cukup bagus tp yang bikin kecewa dua kali pesanan saya di Tokopedia, bermasalah. saya sudah bayar lunas ga ada istilah COD tp sampai batas pengiriman pesanan saya ga pernah datang, dan penyelesaian masalah nya cukup ribet dan bertele tele.","aplikasi nya cukup bagus tp yang bikin kecewa dua kali pesanan saya di tokopedia, bermasalah. saya sudah bayar lunas ga ada istilah cod tp sampai batas pengiriman pesanan saya ga pernah datang, dan penyelesaian masalah nya cukup ribet dan bertele tele."
Pengguna Google,1,2025-06-02 10:05:24,"sya kecewa, ini pertama kali sya pakai Tokopedia, tpi sya dibuat kecewa, karna pengantaran yg sudh melewati batas estimasi tiba tpi status pesanan belum di perbarui alias belum sampai, sya mau ajukan komplain tpi masih belum bisa, mau nya apa sih, mana sya sudh bayar dluan lagi, karna nda bisa cod, sya kecewa pada pihak Tokopedia, semoga pihak Tokopedia menjawab ulasan saya ini dan memberikan solusi terbaik, terimakasih.","sya kecewa, ini pertama kali sya pakai Tokopedia, tpi sya dibuat kecewa, karna pengantaran yg sudh melewati batas estimasi tiba tpi status pesanan belum di perbarui alias belum sampai, sya mau ajukan komplain tpi masih belum bisa, mau nya apa sih, mana sya sudh bayar dluan lagi, karna nda bisa cod, sya kecewa pada pihak Tokopedia, semoga pihak Tokopedia menjawab ulasan saya ini dan memberikan solusi terbaik, terimakasih.","sya kecewa, ini pertama kali sya pakai Tokopedia, tpi sya dibuat kecewa, karna pengantaran yg sudh melewati batas estimasi tiba tpi status pesanan belum di perbarui alias belum sampai, sya mau ajukan komplain tpi masih belum bisa, mau nya apa sih, mana sya sudh bayar dluan lagi, karna nda bisa cod, sya kecewa pada pihak Tokopedia, semoga pihak Tokopedia menjawab ulasan saya ini dan memberikan solusi terbaik, terimakasih.","sya kecewa, ini pertama kali sya pakai Tokopedia, tpi sya dibuat kecewa, karna pengantaran yg sudh melewati batas estimasi tiba tpi status pesanan belum di perbarui alias belum sampai, sya mau ajukan komplain tpi masih belum bisa, mau nya apa sih, mana sya sudh bayar dluan lagi, karna nda bisa cod, sya kecewa pada pihak Tokopedia, semoga pihak Tokopedia menjawab ulasan saya ini dan memberikan solusi terbaik, terimakasih.","sya kecewa, ini pertama kali sya pakai tokopedia, tpi sya dibuat kecewa, karna pengantaran yg sudh melewati batas estimasi tiba tpi status pesanan belum di perbarui alias belum sampai, sya mau ajukan komplain tpi masih belum bisa, mau nya apa sih, mana sya sudh bayar dluan lagi, karna nda bisa cod, sya kecewa pada pihak tokopedia, semoga pihak tokopedia menjawab ulasan saya ini dan memberikan solusi terbaik, terimakasih."
Pengguna Google,5,2025-06-01 08:19:26,aplikasi yang menyediakan barang² bagus saya selaku pengguna setuju sih sama ulasan yang dibawah 👇 tolong sediakan rating untuk kurir biar keterlambatan antar barang/barang rusak diekspedisi tidak berdampak ke aplikasi saya suka aplikasi ini karna ada pilihan pembayaran lewat COD sejauh ini belum pernah bikin kecewa hanya saja orderan saya dari minggu lalu belum sampai ini kurirnya yang tidak konsisten makanya kalau ada Rating untuk jasa pengiriman pasti saya rasa tidak ada pengeluhan 🙏,aplikasi yang menyediakan barang² bagus saya selaku pengguna setuju sih sama ulasan yang dibawah 👇 tolong sediakan rating untuk kurir biar keterlambatan antar barang/barang rusak diekspedisi tidak berdampak ke aplikasi saya suka aplikasi ini karna ada pilihan pembayaran lewat COD sejauh ini belum pernah bikin kecewa hanya saja orderan saya dari minggu lalu belum sampai ini kurirnya yang tidak konsisten makanya kalau ada Rating untuk jasa pengiriman pasti saya rasa tidak ada pengeluhan 🙏,aplikasi yang menyediakan barang bagus saya selaku pengguna setuju sih sama ulasan yang dibawah  tolong sediakan rating untuk kurir biar keterlambatan antar barang/barang rusak diekspedisi tidak berdampak ke aplikasi saya suka aplikasi ini karna ada pilihan pembayaran lewat COD sejauh ini belum pernah bikin kecewa hanya saja orderan saya dari minggu lalu belum sampai ini kurirnya yang tidak konsisten makanya kalau ada Rating untuk jasa pengiriman pasti saya rasa tidak ada pengeluhan ,aplikasi yang menyediakan barang bagus saya selaku pengguna setuju sih sama ulasan yang dibawah  tolong sediakan rating untuk kurir biar keterlambatan antar barang/barang rusak diekspedisi tidak berdampak ke aplikasi saya suka aplikasi ini karna ada pilihan pembayaran lewat COD sejauh ini belum pernah bikin kecewa hanya saja orderan saya dari minggu lalu belum sampai ini kurirnya yang tidak konsisten makanya kalau ada Rating untuk jasa pengiriman pasti saya rasa tidak ada pengeluhan ,aplikasi yang menyediakan barang bagus saya selaku pengguna setuju sih sama ulasan yang dibawah  tolong sediakan rating untuk kurir biar keterlambatan antar barang/barang rusak diekspedisi tidak berdampak ke aplikasi saya suka aplikasi ini karna ada pilihan pembayaran lewat cod sejauh ini belum pernah bikin kecewa hanya saja orderan saya dari minggu lalu belum sampai ini kurirnya yang tidak konsisten makanya kalau ada rating untuk jasa pengiriman pasti saya rasa tidak ada pengeluhan 
